Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,84.0999984741211,84.0999984741211,81.7300033569336,82.58000183105469,80.28974914550781,212600
2023-01-04,83.08999633789062,83.98999786376953,82.47000122070312,83.1500015258789,80.84394073486328,195400
2023-01-05,82.30000305175781,82.4800033569336,81.22000122070312,81.88999938964844,79.61888122558594,169700
2023-01-06,82.51000213623047,84.05000305175781,82.51000213623047,83.4000015258789,81.08699798583984,109800
2023-01-09,83.94999694824219,85.30999755859375,83.4000015258789,84.25,81.9134292602539,407300
2023-01-10,84.9000015258789,86.48999786376953,84.51000213623047,86.23999786376953,83.84823608398438,291800
2023-01-11,86.87999725341797,88.38999938964844,86.80999755859375,88.08000183105469,85.63720703125,170300
2023-01-12,88.7699966430664,90.52999877929688,87.51000213623047,90.44999694824219,87.94146728515625,287600
2023-01-13,89.41000366210938,91.44999694824219,89.41000366210938,91.37000274658203,88.83595275878906,233600
2023-01-17,90.94999694824219,93.16999816894531,90.66000366210938,92.63999938964844,90.07073974609375,288300
2023-01-18,92.9000015258789,94.68000030517578,92.7300033569336,92.7300033569336,90.15824127197266,340700
2023-01-19,92.06999969482422,92.98999786376953,91.37999725341797,92.13999938964844,89.58460235595703,200600
2023-01-20,92.47000122070312,92.98999786376953,91.5,92.87000274658203,90.29437255859375,145300
2023-01-23,93.33999633789062,94.2300033569336,92.13999938964844,93.5199966430664,90.92633056640625,155400
2023-01-24,92.69999694824219,94.8499984741211,92.69999694824219,94.52999877929688,91.90831756591797,174800
2023-01-25,93.93000030517578,94.77999877929688,93.38999938964844,93.4800033569336,90.88744354248047,140600
2023-01-26,93.63999938964844,93.63999938964844,92.0,92.4800033569336,89.91517639160156,104000
2023-01-27,92.25,94.75,92.25,94.44000244140625,91.82081604003906,153300
2023-01-30,93.8499984741211,94.51000213623047,91.93000030517578,92.02999877929688,89.47765350341797,115000
2023-01-31,92.0999984741211,94.88999938964844,91.77999877929688,94.41000366210938,91.79165649414062,912100
2023-02-01,94.38999938964844,97.19999694824219,94.12000274658203,96.62000274658203,93.94036102294922,259100
2023-02-02,96.9000015258789,99.54000091552734,96.9000015258789,98.04000091552734,95.32097625732422,208800
2023-02-03,97.06999969482422,98.83000183105469,97.06999969482422,98.0199966430664,95.30152893066406,197000
2023-02-06,97.75,97.91999816894531,96.41999816894531,97.45999908447266,94.7570571899414,189600
2023-02-07,97.30000305175781,99.1500015258789,96.87999725341797,98.9000015258789,96.15711975097656,193800
2023-02-08,98.4800033569336,98.88999938964844,97.25,97.33000183105469,94.63066864013672,137600
2023-02-09,97.81999969482422,98.58000183105469,96.02999877929688,96.33999633789062,93.66812133789062,304400
2023-02-10,95.69999694824219,96.55999755859375,95.08999633789062,96.43000030517578,93.75562286376953,141500
2023-02-13,96.44000244140625,97.13999938964844,95.69999694824219,97.08999633789062,94.3973159790039,172500
2023-02-14,96.72000122070312,97.44000244140625,95.5,96.83000183105469,94.14453887939453,260500
2023-02-15,100.0,102.36000061035156,96.80000305175781,99.9000015258789,97.12939453125,580600
2023-02-16,99.69999694824219,101.04000091552734,98.41000366210938,98.6500015258789,95.9140625,308200
2023-02-17,98.0,99.08999633789062,97.20999908447266,98.58000183105469,96.45218658447266,370900
2023-02-21,97.12999725341797,97.45999908447266,95.54000091552734,96.05999755859375,93.986572265625,326800
2023-02-22,96.30000305175781,97.55999755859375,96.08999633789062,96.0999984741211,94.02571105957031,346100
2023-02-23,96.70999908447266,97.9800033569336,96.41999816894531,97.3499984741211,95.24873352050781,500900
2023-02-24,96.69000244140625,97.25,95.75,96.44000244140625,94.35838317871094,328500
2023-02-27,97.31999969482422,98.94000244140625,97.01000213623047,97.55000305175781,95.44441986083984,357500
2023-02-28,97.44999694824219,99.29000091552734,97.08999633789062,97.91000366210938,95.7966537475586,446600
2023-03-01,98.29000091552734,100.22000122070312,97.66999816894531,99.81999969482422,97.66542053222656,470600
2023-03-02,99.12999725341797,99.87999725341797,98.66000366210938,99.73999786376953,97.58714294433594,299600
2023-03-03,99.94999694824219,99.94999694824219,98.5199966430664,99.30000305175781,97.15664672851562,179100
2023-03-06,99.27999877929688,99.66000366210938,95.95999908447266,96.05000305175781,93.97679901123047,306900
2023-03-07,96.31999969482422,97.1500015258789,96.05000305175781,96.38999938964844,94.30945587158203,583300
2023-03-08,96.20999908447266,96.30000305175781,94.69999694824219,95.73999786376953,93.67349243164062,194300
2023-03-09,95.93000030517578,96.5,93.5999984741211,93.61000061035156,91.58946228027344,340300
