Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,81.98999786376953,83.12999725341797,79.91999816894531,80.94999694824219,80.94999694824219,172200
2023-01-04,82.16999816894531,83.16999816894531,81.75,82.33000183105469,82.33000183105469,195300
2023-01-05,81.80999755859375,82.33000183105469,80.08999633789062,81.9800033569336,81.9800033569336,102900
2023-01-06,82.9800033569336,86.01000213623047,82.18000030517578,85.93000030517578,85.93000030517578,131500
2023-01-09,86.62000274658203,88.12999725341797,86.62000274658203,86.83000183105469,86.83000183105469,132200
2023-01-10,86.4800033569336,88.16999816894531,86.05000305175781,88.1500015258789,88.1500015258789,88800
2023-01-11,89.69000244140625,89.91999816894531,88.05000305175781,89.02999877929688,89.02999877929688,133700
2023-01-12,89.91999816894531,89.97000122070312,87.77999877929688,89.66999816894531,89.66999816894531,86800
2023-01-13,86.19999694824219,88.44999694824219,85.52999877929688,85.52999877929688,85.52999877929688,163100
2023-01-17,84.88999938964844,86.9800033569336,84.37999725341797,86.25,86.25,109600
2023-01-18,86.68000030517578,88.11000061035156,85.33000183105469,85.44999694824219,85.44999694824219,64700
2023-01-19,85.30000305175781,86.68000030517578,83.23999786376953,84.05999755859375,84.05999755859375,96200
2023-01-20,84.41000366210938,86.12000274658203,83.54000091552734,86.0999984741211,86.0999984741211,98700
2023-01-23,86.7699966430664,87.5199966430664,86.36000061035156,87.19999694824219,87.19999694824219,72300
2023-01-24,86.52999877929688,87.97000122070312,86.52999877929688,87.4800033569336,87.4800033569336,60500
2023-01-25,86.80000305175781,87.6500015258789,86.68000030517578,87.37000274658203,87.37000274658203,52600
2023-01-26,87.5,88.72000122070312,86.0199966430664,88.6500015258789,88.6500015258789,105400
2023-01-27,88.5199966430664,89.55999755859375,88.5199966430664,89.04000091552734,89.04000091552734,58200
2023-01-30,88.37999725341797,89.7300033569336,87.66999816894531,87.73999786376953,87.73999786376953,80500
2023-01-31,87.75,91.51000213623047,87.75,91.22000122070312,91.22000122070312,100700
2023-02-01,90.87000274658203,94.27999877929688,90.69000244140625,93.06999969482422,93.06999969482422,107800
2023-02-02,93.63999938964844,94.77999877929688,93.05000305175781,93.19999694824219,93.19999694824219,210400
2023-02-03,92.30000305175781,94.9800033569336,91.8499984741211,93.33000183105469,93.33000183105469,170500
2023-02-06,92.58000183105469,93.66000366210938,90.7300033569336,93.58000183105469,93.58000183105469,165400
2023-02-07,92.97000122070312,94.3499984741211,92.18000030517578,93.80999755859375,93.80999755859375,202500
2023-02-08,93.05999755859375,93.11000061035156,91.2699966430664,92.37999725341797,92.37999725341797,98500
2023-02-09,93.12999725341797,93.79000091552734,90.12000274658203,90.58000183105469,90.58000183105469,160300
2023-02-10,90.37000274658203,90.83000183105469,89.29000091552734,90.11000061035156,90.11000061035156,155200
2023-02-13,90.37999725341797,92.02999877929688,89.47000122070312,91.91000366210938,91.91000366210938,209200
2023-02-14,91.19000244140625,91.93000030517578,89.58000183105469,91.0199966430664,91.0199966430664,144000
2023-02-15,89.9000015258789,91.56999969482422,89.12000274658203,89.33000183105469,89.33000183105469,190700
2023-02-16,87.5999984741211,88.51000213623047,86.69000244140625,87.16000366210938,87.16000366210938,134500
2023-02-17,87.86000061035156,87.86000061035156,85.66000366210938,86.36000061035156,86.36000061035156,161700
2023-02-21,84.76000213623047,86.33000183105469,82.19999694824219,83.38999938964844,83.38999938964844,139400
2023-02-22,84.0,85.69999694824219,82.52999877929688,84.30999755859375,84.30999755859375,204200
2023-02-23,79.93000030517578,87.0999984741211,79.93000030517578,87.0,87.0,192100
2023-02-24,86.41000366210938,87.48999786376953,85.13999938964844,87.48999786376953,87.48999786376953,254800
2023-02-27,88.48999786376953,89.66000366210938,88.06999969482422,88.98999786376953,88.98999786376953,260900
2023-02-28,88.80000305175781,90.41999816894531,88.80000305175781,88.80000305175781,88.80000305175781,168600
2023-03-01,88.69999694824219,90.0,88.12000274658203,88.47000122070312,88.47000122070312,88600
2023-03-02,87.4000015258789,90.47000122070312,87.4000015258789,89.6500015258789,89.6500015258789,146600
2023-03-03,90.30000305175781,92.33999633789062,89.80999755859375,91.66000366210938,91.66000366210938,150800
2023-03-06,91.48999786376953,91.75,89.37999725341797,89.80999755859375,89.80999755859375,137500
2023-03-07,89.66000366210938,90.83000183105469,88.88999938964844,89.30999755859375,89.30999755859375,123600
2023-03-08,89.55999755859375,90.16000366210938,88.69999694824219,89.5999984741211,89.5999984741211,127800
2023-03-09,89.79000091552734,90.33999633789062,87.86000061035156,87.87999725341797,87.87999725341797,127300
2023-03-10,87.7699966430664,87.80999755859375,85.25,87.0,87.0,282800
2023-03-13,85.48999786376953,88.5,84.80000305175781,87.23999786376953,87.23999786376953,224700
2023-03-14,89.22000122070312,89.80999755859375,87.0199966430664,88.18000030517578,88.18000030517578,212900
2023-03-15,85.9800033569336,87.61000061035156,83.94000244140625,84.66000366210938,84.66000366210938,183100
2023-03-16,83.55999755859375,87.52999877929688,83.18000030517578,87.08000183105469,87.08000183105469,104200
2023-03-17,86.56999969482422,86.9800033569336,84.70999908447266,85.06999969482422,85.06999969482422,160800
2023-03-20,85.94000244140625,87.11000061035156,85.19000244140625,85.97000122070312,85.97000122070312,151100
2023-03-21,87.25,88.52999877929688,85.98999786376953,87.08999633789062,87.08999633789062,131400
2023-03-22,87.18000030517578,88.7699966430664,86.13999938964844,86.22000122070312,86.22000122070312,144600
2023-03-23,86.5199966430664,88.58999633789062,85.91000366210938,86.5999984741211,86.5999984741211,105100
2023-03-24,85.79000091552734,87.0199966430664,84.58999633789062,86.36000061035156,86.36000061035156,126800
2023-03-27,87.54000091552734,88.5199966430664,86.69999694824219,87.73999786376953,87.73999786376953,116200
2023-03-28,87.6500015258789,88.58000183105469,87.12000274658203,87.97000122070312,87.97000122070312,153900
2023-03-29,88.69000244140625,88.83000183105469,87.55000305175781,88.69999694824219,88.69999694824219,154800
2023-03-30,89.4000015258789,89.56999969482422,87.93000030517578,88.23999786376953,88.23999786376953,180800
2023-03-31,88.7699966430664,90.87000274658203,88.7699966430664,90.7699966430664,90.7699966430664,185300
2023-04-03,90.76000213623047,91.95999908447266,89.86000061035156,91.16000366210938,91.16000366210938,105200
2023-04-04,90.8499984741211,91.1500015258789,87.56999969482422,88.11000061035156,88.11000061035156,229700
2023-04-05,87.33999633789062,87.55000305175781,85.26000213623047,86.0,86.0,172100
2023-04-06,85.93000030517578,85.93000030517578,84.80999755859375,85.33000183105469,85.33000183105469,100600
2023-04-10,84.8499984741211,87.66000366210938,84.30999755859375,87.44000244140625,87.44000244140625,69800
2023-04-11,88.12000274658203,90.30000305175781,87.9800033569336,89.76000213623047,89.76000213623047,115300
2023-04-12,90.76000213623047,91.7300033569336,89.95999908447266,90.62000274658203,90.62000274658203,117600
2023-04-13,90.94000244140625,91.51000213623047,89.4800033569336,90.76000213623047,90.76000213623047,110300
2023-04-14,90.95999908447266,92.44999694824219,90.23999786376953,91.19000244140625,91.19000244140625,77700
2023-04-17,91.08000183105469,91.70999908447266,90.41999816894531,90.62999725341797,90.62999725341797,71000
